age,education,occupation,relationship,sex,native-country,salary-class
"[40, 50[",Graduate,Nontechnical,Husband,Male,?,>50K
"[40, 50[",Graduate,Nontechnical,Husband,Male,?,>50K
"[40, 50[",Graduate,Nontechnical,Husband,Male,?,>50K
"[40, 50[",Graduate,Nontechnical,Husband,Male,?,>50K
"[40, 50[",Graduate,Nontechnical,Husband,Male,?,<=50K
"[40, 50[",Graduate,Nontechnical,Husband,Male,?,>50K
"[20, 30[",Graduate,Nontechnical,Not-in-family,Female,United-States,<=50K
"[20, 30[",Graduate,Nontechnical,Not-in-family,Female,United-States,<=50K
"[20, 30[",Graduate,Nontechnical,Not-in-family,Female,United-States,<=50K
"[20, 30[",Graduate,Nontechnical,Not-in-family,Female,United-States,<=50K
"[20, 30[",Graduate,Nontechnical,Not-in-family,Female,United-States,<=50K
"[20, 30[",Graduate,Nontechnical,Not-in-family,Female,United-States,<=50K
"[20, 30[",Graduate,Nontechnical,Not-in-family,Female,United-States,<=50K
"[20, 30[",Graduate,Nontechnical,Not-in-family,Female,United-States,<=50K
"[20, 30[",Graduate,Nontechnical,Not-in-family,Female,United-States,>50K
"[30, 40[",Graduate,Nontechnical,Not-in-family,Female,United-States,<=50K
"[30, 40[",Graduate,Nontechnical,Not-in-family,Female,United-States,<=50K
"[30, 40[",Graduate,Nontechnical,Not-in-family,Female,United-States,<=50K
"[30, 40[",Graduate,Nontechnical,Not-in-family,Female,United-States,<=50K
"[30, 40[",Graduate,Nontechnical,Not-in-family,Female,United-States,>50K
"[30, 40[",Graduate,Nontechnical,Not-in-family,Female,United-States,>50K
"[30, 40[",Graduate,Nontechnical,Not-in-family,Female,United-States,<=50K
"[30, 40[",Graduate,Nontechnical,Not-in-family,Female,United-States,>50K
"[30, 40[",Graduate,Nontechnical,Not-in-family,Female,United-States,<=50K
"[30, 40[",Graduate,Nontechnical,Not-in-family,Female,United-States,<=50K
"[30, 40[",Graduate,Nontechnical,Not-in-family,Female,United-States,>50K
"[30, 40[",Graduate,Nontechnical,Not-in-family,Female,United-States,>50K
"[30, 40[",Graduate,Nontechnical,Not-in-family,Female,United-States,>50K
"[30, 40[",Graduate,Nontechnical,Not-in-family,Female,United-States,<=50K
"[40, 50[",Graduate,Nontechnical,Not-in-family,Female,United-States,<=50K
"[40, 50[",Graduate,Nontechnical,Not-in-family,Female,United-States,<=50K
"[40, 50[",Graduate,Nontechnical,Not-in-family,Female,United-States,<=50K
"[40, 50[",Graduate,Nontechnical,Not-in-family,Female,United-States,>50K
"[40, 50[",Graduate,Nontechnical,Not-in-family,Female,United-States,>50K
"[40, 50[",Graduate,Nontechnical,Not-in-family,Female,United-States,<=50K
"[40, 50[",Graduate,Nontechnical,Not-in-family,Female,United-States,>50K
"[40, 50[",Graduate,Nontechnical,Not-in-family,Female,United-States,>50K
"[40, 50[",Graduate,Nontechnical,Not-in-family,Female,United-States,>50K
"[40, 50[",Graduate,Nontechnical,Not-in-family,Female,United-States,<=50K
"[40, 50[",Graduate,Nontechnical,Not-in-family,Female,United-States,<=50K
"[40, 50[",Graduate,Nontechnical,Not-in-family,Female,United-States,>50K
"[40, 50[",Graduate,Nontechnical,Not-in-family,Female,United-States,<=50K
"[40, 50[",Graduate,Nontechnical,Not-in-family,Female,United-States,>50K
"[40, 50[",Graduate,Nontechnical,Not-in-family,Female,United-States,>50K
"[40, 50[",Graduate,Nontechnical,Not-in-family,Female,United-States,<=50K
"[40, 50[",Graduate,Nontechnical,Not-in-family,Female,United-States,>50K
"[40, 50[",Graduate,Nontechnical,Not-in-family,Female,United-States,>50K
"[40, 50[",Graduate,Nontechnical,Not-in-family,Female,United-States,>50K
"[40, 50[",Graduate,Nontechnical,Not-in-family,Female,United-States,<=50K
"[40, 50[",Graduate,Nontechnical,Not-in-family,Female,United-States,>50K
"[40, 50[",Graduate,Nontechnical,Not-in-family,Female,United-States,<=50K
"[40, 50[",Graduate,Nontechnical,Not-in-family,Female,United-States,>50K
"[40, 50[",Graduate,Nontechnical,Not-in-family,Female,United-States,<=50K
"[40, 50[",Graduate,Nontechnical,Not-in-family,Female,United-States,<=50K
"[50, 60[",Graduate,Nontechnical,Not-in-family,Female,United-States,<=50K
"[50, 60[",Graduate,Nontechnical,Not-in-family,Female,United-States,<=50K
"[50, 60[",Graduate,Nontechnical,Not-in-family,Female,United-States,<=50K
"[50, 60[",Graduate,Nontechnical,Not-in-family,Female,United-States,<=50K
"[50, 60[",Graduate,Nontechnical,Not-in-family,Female,United-States,<=50K
"[50, 60[",Graduate,Nontechnical,Not-in-family,Female,United-States,>50K
"[50, 60[",Graduate,Nontechnical,Not-in-family,Female,United-States,>50K
"[50, 60[",Graduate,Nontechnical,Not-in-family,Female,United-States,>50K
"[50, 60[",Graduate,Nontechnical,Not-in-family,Female,United-States,>50K
"[50, 60[",Graduate,Nontechnical,Not-in-family,Female,United-States,>50K
"[50, 60[",Graduate,Nontechnical,Not-in-family,Female,United-States,<=50K
"[50, 60[",Graduate,Nontechnical,Not-in-family,Female,United-States,>50K
"[50, 60[",Graduate,Nontechnical,Not-in-family,Female,United-States,>50K
"[50, 60[",Graduate,Nontechnical,Not-in-family,Female,United-States,>50K
"[50, 60[",Graduate,Nontechnical,Not-in-family,Female,United-States,>50K
"[50, 60[",Graduate,Nontechnical,Not-in-family,Female,United-States,<=50K
"[50, 60[",Graduate,Nontechnical,Not-in-family,Female,United-States,<=50K
"[50, 60[",Graduate,Nontechnical,Not-in-family,Female,United-States,<=50K
"[50, 60[",Graduate,Nontechnical,Not-in-family,Female,United-States,<=50K
"[50, 60[",Graduate,Nontechnical,Not-in-family,Female,United-States,>50K
"[50, 60[",Graduate,Nontechnical,Not-in-family,Female,United-States,>50K
"[50, 60[",Graduate,Nontechnical,Not-in-family,Female,United-States,>50K
"[20, 30[",Graduate,Nontechnical,Own-child,Female,United-States,<=50K
"[20, 30[",Graduate,Nontechnical,Own-child,Female,United-States,<=50K
"[20, 30[",Graduate,Nontechnical,Own-child,Female,United-States,<=50K
"[20, 30[",Graduate,Nontechnical,Own-child,Female,United-States,<=50K
"[20, 30[",Graduate,Nontechnical,Own-child,Female,United-States,<=50K
"[30, 40[",Graduate,Nontechnical,Unmarried,Female,United-States,<=50K
"[30, 40[",Graduate,Nontechnical,Unmarried,Female,United-States,<=50K
"[30, 40[",Graduate,Nontechnical,Unmarried,Female,United-States,<=50K
"[30, 40[",Graduate,Nontechnical,Unmarried,Female,United-States,<=50K
"[30, 40[",Graduate,Nontechnical,Unmarried,Female,United-States,>50K
"[30, 40[",Graduate,Nontechnical,Unmarried,Female,United-States,>50K
"[40, 50[",Graduate,Nontechnical,Unmarried,Female,United-States,<=50K
"[40, 50[",Graduate,Nontechnical,Unmarried,Female,United-States,<=50K
"[40, 50[",Graduate,Nontechnical,Unmarried,Female,United-States,>50K
"[40, 50[",Graduate,Nontechnical,Unmarried,Female,United-States,<=50K
"[40, 50[",Graduate,Nontechnical,Unmarried,Female,United-States,<=50K
"[40, 50[",Graduate,Nontechnical,Unmarried,Female,United-States,<=50K
"[40, 50[",Graduate,Nontechnical,Unmarried,Female,United-States,<=50K
"[40, 50[",Graduate,Nontechnical,Unmarried,Female,United-States,<=50K
"[40, 50[",Graduate,Nontechnical,Unmarried,Female,United-States,<=50K
"[40, 50[",Graduate,Nontechnical,Unmarried,Female,United-States,<=50K
"[40, 50[",Graduate,Nontechnical,Unmarried,Female,United-States,>50K
"[40, 50[",Graduate,Nontechnical,Unmarried,Female,United-States,<=50K
"[40, 50[",Graduate,Nontechnical,Unmarried,Female,United-States,<=50K
"[40, 50[",Graduate,Nontechnical,Unmarried,Female,United-States,>50K
"[40, 50[",Graduate,Nontechnical,Unmarried,Female,United-States,>50K
"[40, 50[",Graduate,Nontechnical,Unmarried,Female,United-States,>50K
"[40, 50[",Graduate,Nontechnical,Unmarried,Female,United-States,>50K
"[40, 50[",Graduate,Nontechnical,Unmarried,Female,United-States,<=50K
"[40, 50[",Graduate,Nontechnical,Unmarried,Female,United-States,>50K
"[40, 50[",Graduate,Nontechnical,Unmarried,Female,United-States,>50K
"[30, 40[",Graduate,Nontechnical,Wife,Female,United-States,<=50K
"[30, 40[",Graduate,Nontechnical,Wife,Female,United-States,<=50K
"[30, 40[",Graduate,Nontechnical,Wife,Female,United-States,>50K
"[30, 40[",Graduate,Nontechnical,Wife,Female,United-States,>50K
"[30, 40[",Graduate,Nontechnical,Wife,Female,United-States,>50K
"[30, 40[",Graduate,Nontechnical,Wife,Female,United-States,>50K
"[40, 50[",Graduate,Nontechnical,Wife,Female,United-States,>50K
"[40, 50[",Graduate,Nontechnical,Wife,Female,United-States,>50K
"[40, 50[",Graduate,Nontechnical,Wife,Female,United-States,>50K
"[40, 50[",Graduate,Nontechnical,Wife,Female,United-States,>50K
"[40, 50[",Graduate,Nontechnical,Wife,Female,United-States,>50K
"[40, 50[",Graduate,Nontechnical,Wife,Female,United-States,>50K
"[40, 50[",Graduate,Nontechnical,Wife,Female,United-States,>50K
"[40, 50[",Graduate,Nontechnical,Wife,Female,United-States,>50K
"[40, 50[",Graduate,Nontechnical,Wife,Female,United-States,>50K
"[40, 50[",Graduate,Nontechnical,Wife,Female,United-States,>50K
"[20, 30[",Graduate,Nontechnical,Husband,Male,United-States,<=50K
"[20, 30[",Graduate,Nontechnical,Husband,Male,United-States,>50K
"[20, 30[",Graduate,Nontechnical,Husband,Male,United-States,<=50K
"[20, 30[",Graduate,Nontechnical,Husband,Male,United-States,>50K
"[20, 30[",Graduate,Nontechnical,Husband,Male,United-States,>50K
"[20, 30[",Graduate,Nontechnical,Husband,Male,United-States,<=50K
"[30, 40[",Graduate,Nontechnical,Husband,Male,United-States,<=50K
"[30, 40[",Graduate,Nontechnical,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Nontechnical,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Nontechnical,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Nontechnical,Husband,Male,United-States,>50K
