age,education,occupation,relationship,sex,native-country,salary-class
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,>50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,>50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,>50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,>50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
"[0, 40[",Higher education,Nontechnical,Not-in-family,Female,United-States,<=50K
